converter,family,tape,step,fp0,fp_equal,rt_infid,meaning_infid,n_ops
NEW,F1_int_wires,seed1,45,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,46,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,47,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,48,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,49,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,50,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,51,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,52,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,53,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,54,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,55,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,56,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,57,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
