global_call_index,elapsed_since_start_s,arm,seed,repeat,time_ms,error,fallback_count,gc_gen0_count_before,gc_gen0_count_after,gc_collections_gen0_before,gc_collections_gen1_before,gc_collections_gen2_before,gc_collections_gen0_after,gc_collections_gen1_after,gc_collections_gen2_after,top_pass_name,top_pass_time_ms,top_pass_share,n_passes,total_pass_time_ms,disable_gc,routing_optimization_level,grid_rows,grid_cols,seed_transpiler,cpu,python_version,qiskit_version,is_outlier,_median_ms_nosearch,_median_ms_search
52,6.953888900000038,nosearch,101,12,24.70960000005107,,0,3,0,751,67,5,754,67,5,Optimize1qGatesDecomposition,15.827417373657227,1.0,39,15.827417373657227,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
53,6.976929200000086,nosearch,101,13,23.002499999847714,,0,3,0,754,67,5,757,67,5,SabreLayout,16.815900802612305,1.0,39,16.815900802612305,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
54,6.998218400000042,nosearch,101,14,21.262200000137454,,0,3,0,757,67,5,759,68,5,,0.0,0.0,39,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
55,7.02035039999987,nosearch,101,15,22.106299999904877,,0,3,0,759,68,5,762,68,5,VF2PostLayout,15.926122665405273,1.0,39,15.926122665405273,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
56,7.042696599999999,nosearch,101,16,22.314099999903192,,0,3,0,762,68,5,765,68,5,VF2Layout,15.98501205444336,1.0,39,15.98501205444336,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
57,7.065705199999911,nosearch,101,17,22.978700000066965,,0,3,0,765,68,5,768,68,5,BasisTranslator,15.888452529907227,1.0,39,15.888452529907227,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
58,7.088764099999935,nosearch,101,18,23.029100000030667,,0,3,0,768,68,5,770,69,5,VF2Layout,7.9498291015625,1.0,39,7.9498291015625,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
59,7.110967999999957,nosearch,101,19,22.17350000000806,,0,3,0,770,69,5,773,69,5,Optimize1qGatesDecomposition,15.759468078613281,1.0,39,15.759468078613281,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
60,7.127826700000014,search,101,0,16.820499999994354,,0,3,0,773,69,5,777,69,5,Optimize1qGatesDecomposition,15.867233276367188,1.0,36,15.867233276367188,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
61,7.144759399999884,search,101,1,16.90409999991971,,0,3,0,777,69,5,780,70,5,BasisTranslator,15.929460525512695,1.0,36,15.929460525512695,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
62,7.162444600000072,search,101,2,17.657100000178616,,0,3,0,780,70,5,784,70,5,Optimize1qGatesDecomposition,3.1800270080566406,1.0,36,3.1800270080566406,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
63,7.180238500000087,search,101,3,17.76350000000093,,0,3,0,784,70,5,788,70,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
64,7.19986659999995,search,101,4,19.59379999993871,,0,3,0,788,70,5,791,71,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
65,7.218976699999985,search,101,5,19.060200000012628,,0,3,0,791,71,5,795,71,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
66,7.235697999999957,search,101,6,16.695300000037605,,0,3,0,795,71,5,799,71,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
67,7.253237200000058,search,101,7,17.513700000108656,,0,3,0,799,71,5,802,72,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
68,7.269709299999931,search,101,8,16.44639999994979,,0,3,0,802,72,5,806,72,5,Optimize1qGatesDecomposition,15.895366668701172,1.0,36,15.895366668701172,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
69,7.287798800000019,search,101,9,18.059900000025664,,0,3,0,806,72,5,810,72,5,Optimize1qGatesDecomposition,15.990495681762695,1.0,36,15.990495681762695,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
70,7.304480799999965,search,101,10,16.650499999968815,,0,3,0,810,72,5,813,73,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
71,7.320637300000044,search,101,11,16.133000000081665,,0,3,0,813,73,5,817,73,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
72,7.338328499999989,search,101,12,17.666699999836055,,0,3,0,817,73,5,821,73,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
73,7.355680899999925,search,101,13,17.328700000007302,,0,3,0,821,73,5,824,74,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
74,7.37396519999993,search,101,14,18.260499999996682,,0,3,0,824,74,5,828,74,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
75,7.392337300000008,search,101,15,18.346899999869493,,0,3,0,828,74,5,832,74,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
76,7.409326599999986,search,101,16,16.963799999984985,,0,3,0,832,74,5,835,75,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
77,7.425911000000042,search,101,17,16.55879999998433,,0,3,0,835,75,5,839,75,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
78,7.443140099999937,search,101,18,17.205699999976787,,0,3,0,839,75,5,843,75,5,,0.0,0.0,36,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
79,7.462127799999962,search,101,19,18.964500000038242,,0,3,0,843,75,5,846,76,5,Optimize1qGatesDecomposition,6.163597106933594,1.0,36,6.163597106933594,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,,17.175550000047224
80,7.541154699999879,nosearch,102,0,31.28200000014658,,0,2,0,852,76,5,855,76,5,VF2Layout,18.341064453125,0.5745912475818439,39,31.920194625854492,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
81,7.563144499999908,nosearch,102,1,21.948300000076415,,0,3,0,855,76,5,857,77,5,SabreLayout,15.9454345703125,1.0,39,15.9454345703125,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
82,7.590384500000027,nosearch,102,2,27.210800000148083,,0,3,0,857,77,5,860,77,5,VF2PostLayout,14.325141906738281,0.8028112557120334,39,17.84372329711914,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
83,7.611619999999903,nosearch,102,3,21.208400000205074,,0,3,0,860,77,5,863,77,5,VF2Layout,15.771865844726562,1.0,39,15.771865844726562,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
84,7.633352000000059,nosearch,102,4,21.704400000089663,,0,3,0,863,77,5,866,77,5,,0.0,0.0,39,0.0,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
85,7.655057199999874,nosearch,102,5,21.68030000007093,,0,3,0,866,77,5,868,78,5,VF2PostLayout,16.01552963256836,1.0,39,16.01552963256836,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
86,7.676808700000038,nosearch,102,6,21.72219999988556,,0,3,0,868,78,5,871,78,5,VF2Layout,16.020536422729492,0.8509035191024326,39,18.82767677307129,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
87,7.70280200000002,nosearch,102,7,25.95929999984037,,0,3,0,871,78,5,874,78,5,VF2PostLayout,15.891551971435547,1.0,39,15.891551971435547,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
88,7.724938000000066,nosearch,102,8,22.099699999898803,,0,3,0,874,78,5,877,78,5,VF2Layout,15.913248062133789,0.8413906992575038,39,18.91303062438965,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
89,7.753310900000088,nosearch,102,9,28.34450000000288,,0,3,0,877,78,5,879,79,5,VF2PostLayout,15.689849853515625,1.0,39,15.689849853515625,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
90,7.777631700000029,nosearch,102,10,24.287700000058976,,0,3,0,879,79,5,882,79,5,VF2Layout,15.662193298339844,0.6549094280558685,39,23.91505241394043,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
91,7.800558299999921,nosearch,102,11,22.895800000014788,,0,3,0,882,79,5,885,79,5,VF2PostLayout,15.87533950805664,1.0,39,15.87533950805664,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
92,7.8273300999999265,nosearch,102,12,26.736900000059904,,0,3,0,885,79,5,888,79,5,VF2Layout,15.990972518920898,0.4840190227392456,39,33.03790092468262,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
